customer_id,mes,idade,regiao,plano,canal_aquisicao,tenure_meses,mensalidade,uso_horas,tickets_suporte,atraso_pagamento_dias,satisfacao,cancelou_prox_mes
448,2024-07,64,Sudeste,Plus,Email,10,70.85,18.04,0,2,3.36,0
449,2024-07,53,Norte,Basico,Organico,8,40.75,14.78,0,0,3.84,0
450,2024-07,22,Sudeste,Plus,Email,9,69.4,17.3,1,3,2.79,1
451,2024-07,32,Norte,Plus,Email,29,66.35,30.88,0,2,4.13,0
452,2024-07,19,Sul,Plus,Organico,9,67.69,20.36,0,0,3.58,0
454,2024-07,29,Nordeste,Plus,Email,12,72.37,24.2,0,5,3.78,0
455,2024-07,45,Norte,Basico,Email,19,39.91,3.93,1,1,2.55,1
457,2024-07,65,Sul,Plus,Ads,26,67.71,26.65,0,0,4.45,0
458,2024-07,39,Sudeste,Basico,Organico,10,39.75,6.83,1,0,2.96,0
459,2024-07,30,Sudeste,Basico,Parceria,9,40.06,19.2,0,0,4.7,1
460,2024-07,42,Sudeste,Basico,Indicacao,10,39.44,10.99,0,2,3.78,0
462,2024-07,33,Nordeste,Plus,Ads,13,74.42,23.48,0,3,4.2,0
464,2024-07,20,Nordeste,Basico,Organico,28,45.88,11.37,1,0,3.66,0
465,2024-07,58,Sudeste,Basico,Indicacao,0,38.54,13.56,2,5,2.93,0
466,2024-07,23,Sudeste,Basico,Organico,6,41.4,12.27,0,0,3.93,0
467,2024-07,48,Sudeste,Basico,Indicacao,20,39.4,14.37,0,0,3.46,0
468,2024-07,36,Sul,Plus,Parceria,21,71.16,14.18,1,0,3.45,0
469,2024-07,55,Nordeste,Plus,Ads,0,63.01,18.37,1,1,3.1,0
470,2024-07,20,Sudeste,Basico,Ads,4,38.25,16.11,0,1,3.26,0
471,2024-07,61,Centro-Oeste,Basico,Ads,5,41.66,14.57,0,0,3.36,0
472,2024-07,51,Sudeste,Basico,Email,28,37.73,11.82,1,4,2.72,0
473,2024-07,39,Nordeste,Premium,Indicacao,5,105.95,22.38,0,5,3.87,0
475,2024-07,64,Nordeste,Basico,Organico,30,38.87,9.21,0,2,4.07,0
476,2024-07,32,Nordeste,Premium,Organico,11,117.2,23.81,0,7,4.17,0
477,2024-07,41,Sudeste,Basico,Ads,10,40.16,13.95,1,0,3.73,0
479,2024-07,29,Sudeste,Premium,Indicacao,19,126.73,32.55,0,4,5.0,0
480,2024-07,37,Centro-Oeste,Basico,Organico,11,37.29,11.39,3,2,2.77,0
481,2024-07,25,Centro-Oeste,Basico,Parceria,0,38.18,5.39,0,3,3.34,0
482,2024-07,18,Nordeste,Plus,Ads,28,65.04,18.46,0,0,3.52,0
485,2024-07,37,Norte,Basico,Indicacao,0,40.0,10.35,0,6,3.42,0
486,2024-07,59,Centro-Oeste,Basico,Email,3,41.97,15.31,2,2,3.33,1
490,2024-07,42,Sudeste,Basico,Organico,13,43.55,10.13,1,4,3.1,0
491,2024-07,31,Sudeste,Premium,Organico,11,125.17,26.27,0,5,4.11,1
492,2024-07,41,Sudeste,Basico,Indicacao,4,38.78,13.88,0,0,3.7,0
493,2024-07,19,Sudeste,Basico,Ads,22,34.27,14.2,0,3,3.83,0
496,2024-07,38,Sudeste,Basico,Indicacao,4,37.41,4.14,0,3,3.63,0
497,2024-07,44,Sudeste,Plus,Organico,18,73.27,12.32,1,4,3.84,0
498,2024-07,55,Sudeste,Basico,Ads,16,37.83,8.83,2,4,2.84,0
499,2024-07,40,Centro-Oeste,Premium,Parceria,12,124.93,22.44,0,1,3.67,1
500,2024-07,58,Sudeste,Premium,Ads,3,113.99,25.47,0,2,3.59,0
1,2024-08,56,Sudeste,Basico,Indicacao,2,40.01,17.06,1,2,3.55,0
2,2024-08,53,Sudeste,Basico,Email,27,42.63,13.05,0,0,3.49,0
3,2024-08,44,Sul,Basico,Ads,0,40.31,11.82,0,0,3.34,0
4,2024-08,60,Sudeste,Basico,Ads,27,41.49,17.21,0,2,3.61,0
5,2024-08,24,Norte,Plus,Parceria,29,68.99,18.05,1,2,3.08,1
6,2024-08,62,Sul,Basico,Ads,27,43.61,6.41,0,0,3.12,0
7,2024-08,58,Sudeste,Basico,Indicacao,12,37.54,15.3,0,3,3.93,1
8,2024-08,42,Sudeste,Premium,Ads,5,118.15,26.4,0,6,4.2,1
9,2024-08,53,Nordeste,Basico,Organico,14,46.2,13.27,0,2,3.21,0
10,2024-08,42,Sudeste,Basico,Indicacao,26,35.77,11.18,0,3,3.86,0
11,2024-08,30,Centro-Oeste,Plus,Organico,23,78.61,20.05,3,3,3.11,0
14,2024-08,33,Sudeste,Basico,Indicacao,0,36.44,11.57,0,4,3.37,0
15,2024-08,42,Sudeste,Premium,Parceria,27,110.84,21.25,0,4,3.65,0
17,2024-08,36,Sudeste,Basico,Organico,2,37.97,13.36,0,2,3.11,1
18,2024-08,41,Norte,Basico,Email,9,38.63,8.1,1,6,3.3,1
19,2024-08,19,Sudeste,Basico,Organico,25,39.73,15.33,1,0,3.33,0
21,2024-08,20,Sudeste,Basico,Organico,13,37.88,11.7,0,5,2.97,0
22,2024-08,21,Centro-Oeste,Plus,Ads,30,65.93,12.88,4,1,2.91,0
23,2024-08,59,Sul,Plus,Parceria,23,66.18,27.14,1,3,3.86,0
24,2024-08,58,Sul,Plus,Indicacao,15,72.08,21.33,1,0,3.63,0
25,2024-08,57,Sudeste,Basico,Indicacao,29,33.9,14.79,0,1,3.55,0
26,2024-08,20,Nordeste,Premium,Organico,18,118.09,26.08,0,7,3.73,1
27,2024-08,21,Sudeste,Plus,Ads,12,67.09,22.92,0,3,3.44,0
29,2024-08,45,Nordeste,Plus,Organico,28,76.97,16.24,0,0,4.04,0
30,2024-08,34,Sudeste,Premium,Organico,7,112.97,21.21,0,3,3.76,0
34,2024-08,33,Centro-Oeste,Plus,Indicacao,24,69.78,14.29,0,4,3.53,0
37,2024-08,61,Nordeste,Plus,Parceria,18,77.25,18.37,0,3,3.27,0
38,2024-08,18,Sudeste,Basico,Indicacao,11,38.47,9.5,0,3,3.78,0
39,2024-08,38,Nordeste,Plus,Parceria,9,71.31,17.38,0,3,2.83,0
40,2024-08,57,Sudeste,Plus,Ads,11,69.22,19.85,1,2,3.67,0
41,2024-08,51,Sudeste,Basico,Parceria,19,43.22,20.18,1,0,3.37,0
44,2024-08,35,Nordeste,Basico,Organico,16,39.8,8.23,0,2,2.69,0
46,2024-08,25,Sudeste,Basico,Ads,15,38.69,12.66,0,1,3.29,1
48,2024-08,46,Nordeste,Basico,Indicacao,7,38.62,11.46,0,2,3.61,0
49,2024-08,50,Sudeste,Plus,Ads,12,67.24,11.63,0,3,3.12,0
50,2024-08,23,Nordeste,Plus,Organico,26,74.38,27.34,0,4,3.51,0
51,2024-08,42,Nordeste,Plus,Organico,4,68.49,19.78,0,2,3.38,0
52,2024-08,35,Norte,Basico,Ads,18,43.84,15.39,0,1,3.72,1
53,2024-08,42,Sudeste,Premium,Ads,22,122.69,20.03,0,1,2.63,0
54,2024-08,64,Sudeste,Plus,Ads,23,66.13,18.43,0,5,3.75,0
56,2024-08,65,Sudeste,Basico,Indicacao,27,41.09,17.54,1,3,2.59,0
59,2024-08,38,Nordeste,Basico,Indicacao,30,43.71,14.78,2,3,2.69,0
60,2024-08,32,Nordeste,Premium,Parceria,7,109.52,24.73,1,2,4.04,0
61,2024-08,54,Sudeste,Basico,Email,7,42.63,7.81,1,3,3.24,1
62,2024-08,51,Sudeste,Basico,Indicacao,16,40.54,15.94,0,2,4.18,0
63,2024-08,24,Sudeste,Premium,Parceria,3,123.42,27.23,0,4,3.93,0
64,2024-08,51,Sudeste,Plus,Email,14,66.82,17.09,1,3,3.09,0
65,2024-08,54,Sudeste,Basico,Parceria,13,42.68,17.25,0,0,3.83,1
66,2024-08,36,Sudeste,Premium,Ads,13,124.38,29.06,1,5,4.34,0
68,2024-08,48,Nordeste,Basico,Organico,5,43.41,12.12,0,7,3.4,0
69,2024-08,34,Norte,Plus,Ads,16,67.59,23.3,0,1,3.82,0
73,2024-08,54,Sul,Basico,Ads,1,42.47,7.14,1,6,3.27,1
74,2024-08,43,Nordeste,Plus,Parceria,15,64.57,27.13,0,2,3.38,0
76,2024-08,25,Nordeste,Basico,Organico,18,41.41,14.67,1,0,3.87,0
77,2024-08,52,Nordeste,Plus,Parceria,20,67.96,23.66,1,2,3.68,0
78,2024-08,25,Sudeste,Basico,Parceria,13,40.53,20.42,0,3,3.42,0
80,2024-08,58,Sudeste,Basico,Parceria,8,40.4,14.15,1,2,3.42,0
81,2024-08,62,Sudeste,Plus,Parceria,15,64.22,17.76,0,3,3.34,0
82,2024-08,65,Centro-Oeste,Plus,Ads,12,73.62,13.44,0,5,3.03,1
83,2024-08,63,Sudeste,Basico,Ads,19,43.78,12.14,0,4,3.4,0
84,2024-08,44,Nordeste,Plus,Organico,4,69.49,20.36,0,0,3.67,0
85,2024-08,27,Norte,Plus,Indicacao,17,69.65,12.14,1,4,2.75,0
86,2024-08,58,Norte,Plus,Email,8,72.04,18.09,0,0,4.24,0
87,2024-08,56,Sudeste,Plus,Ads,16,74.79,23.14,0,1,4.02,0
88,2024-08,65,Sudeste,Premium,Ads,18,120.5,33.64,1,5,3.58,0
90,2024-08,24,Sudeste,Basico,Organico,17,43.1,20.16,0,0,3.2,1
91,2024-08,42,Nordeste,Basico,Organico,29,36.31,20.87,0,1,3.96,0
92,2024-08,39,Sudeste,Plus,Organico,16,69.05,25.38,0,2,3.69,0
93,2024-08,58,Sudeste,Basico,Email,9,35.06,14.54,0,0,3.94,1
94,2024-08,36,Centro-Oeste,Basico,Ads,28,38.59,18.01,0,3,2.98,0
95,2024-08,33,Nordeste,Basico,Parceria,19,40.0,10.71,1,2,3.61,0
96,2024-08,21,Sudeste,Premium,Indicacao,25,123.16,26.81,0,2,4.04,0
97,2024-08,58,Centro-Oeste,Basico,Organico,10,42.56,13.02,1,4,3.05,0
98,2024-08,54,Norte,Plus,Organico,1,76.8,21.2,0,3,3.7,0
100,2024-08,38,Sul,Premium,Organico,15,125.5,30.0,0,7,3.87,0
102,2024-08,40,Sudeste,Basico,Organico,22,35.78,5.73,0,1,3.58,0
104,2024-08,25,Sul,Premium,Parceria,8,125.97,24.68,0,2,4.36,0
105,2024-08,32,Sudeste,Basico,Organico,0,40.62,11.18,1,2,3.13,0
106,2024-08,26,Sudeste,Basico,Organico,0,39.91,20.86,0,2,3.69,0
107,2024-08,29,Sudeste,Plus,Email,9,67.43,19.2,0,3,3.8,0
108,2024-08,61,Nordeste,Premium,Organico,21,120.58,32.32,0,8,4.01,0
109,2024-08,63,Norte,Basico,Ads,9,38.16,18.84,0,2,3.6,0
113,2024-08,27,Nordeste,Plus,Indicacao,24,68.92,15.89,0,5,3.73,0
114,2024-08,32,Sudeste,Plus,Ads,6,74.49,14.35,2,6,2.74,0
115,2024-08,27,Nordeste,Basico,Parceria,27,42.92,10.72,1,2,2.76,0
116,2024-08,41,Sul,Premium,Organico,3,109.77,30.0,0,6,4.17,1
118,2024-08,46,Sudeste,Plus,Ads,29,66.55,20.82,0,4,3.42,1
119,2024-08,52,Sudeste,Basico,Email,4,42.95,11.32,0,0,3.57,0
122,2024-08,22,Sudeste,Basico,Ads,15,44.32,5.49,2,4,2.86,1
123,2024-08,30,Norte,Premium,Parceria,27,119.07,27.52,0,2,3.71,0
126,2024-08,58,Sudeste,Premium,Indicacao,7,125.23,24.92,0,2,3.91,0
128,2024-08,48,Nordeste,Basico,Organico,31,40.59,21.12,0,1,4.0,0
129,2024-08,44,Nordeste,Plus,Organico,6,73.15,21.59,1,5,3.64,0
130,2024-08,49,Sudeste,Plus,Ads,30,72.81,28.47,0,4,3.66,0
132,2024-08,50,Sul,Plus,Parceria,3,59.89,21.03,0,4,3.94,1
134,2024-08,54,Centro-Oeste,Basico,Indicacao,8,38.55,8.77,0,0,4.04,0
135,2024-08,47,Sudeste,Basico,Email,28,39.43,4.97,1,1,2.78,0
136,2024-08,20,Norte,Basico,Ads,30,38.6,13.18,0,2,3.74,0
137,2024-08,52,Sul,Basico,Ads,17,38.02,12.92,0,1,3.67,0
138,2024-08,35,Sudeste,Basico,Email,0,33.3,8.45,1,5,2.96,0
139,2024-08,53,Sudeste,Basico,Organico,25,37.25,15.29,0,1,3.44,0
141,2024-08,60,Sudeste,Basico,Indicacao,21,34.95,17.49,1,2,3.32,0
142,2024-08,34,Sudeste,Premium,Organico,11,116.83,33.09,0,5,3.79,0
143,2024-08,62,Sul,Basico,Ads,23,42.53,17.45,0,1,3.18,0
144,2024-08,58,Sudeste,Basico,Organico,12,42.74,9.66,0,4,3.16,0
145,2024-08,33,Sudeste,Plus,Organico,13,69.44,17.04,0,1,4.06,0
146,2024-08,41,Nordeste,Premium,Ads,31,127.73,26.69,2,6,3.79,0
147,2024-08,43,Centro-Oeste,Basico,Organico,8,37.68,19.41,0,1,4.27,0
150,2024-08,58,Norte,Basico,Parceria,18,39.14,12.04,1,0,3.12,0
154,2024-08,61,Sudeste,Basico,Organico,16,39.54,9.79,1,2,3.16,1
156,2024-08,46,Sudeste,Plus,Ads,8,79.77,17.78,0,4,3.59,0
157,2024-08,23,Nordeste,Basico,Organico,29,39.95,14.65,0,1,3.62,0
158,2024-08,58,Sudeste,Basico,Parceria,20,43.48,22.92,0,4,3.85,0
159,2024-08,36,Sudeste,Basico,Ads,3,42.49,6.22,1,6,2.94,0
160,2024-08,34,Sudeste,Basico,Organico,25,39.47,23.39,0,4,4.03,0
161,2024-08,45,Nordeste,Plus,Organico,13,70.86,15.78,2,5,3.23,0
163,2024-08,58,Nordeste,Premium,Parceria,25,125.67,14.41,0,2,3.99,1
164,2024-08,43,Norte,Premium,Organico,11,124.24,23.43,0,2,3.2,0
165,2024-08,42,Sudeste,Premium,Email,22,109.37,18.85,0,4,3.66,0
166,2024-08,23,Centro-Oeste,Premium,Parceria,9,113.08,23.11,0,2,3.29,0
167,2024-08,19,Sudeste,Basico,Parceria,21,38.54,14.95,0,2,3.87,1
169,2024-08,65,Nordeste,Basico,Organico,28,38.72,18.64,0,5,4.25,0
174,2024-08,26,Sul,Basico,Organico,24,39.3,9.13,1,1,2.9,0
176,2024-08,34,Norte,Basico,Email,7,43.96,16.62,0,4,3.7,0
179,2024-08,30,Sul,Plus,Parceria,7,69.47,17.52,0,2,3.39,0
180,2024-08,19,Sudeste,Plus,Ads,16,71.18,20.89,0,0,4.24,0
181,2024-08,47,Sul,Basico,Indicacao,27,35.14,19.65,0,2,4.14,0
182,2024-08,62,Sul,Basico,Parceria,27,42.3,14.7,1,4,3.81,0
183,2024-08,51,Sudeste,Basico,Indicacao,15,39.25,10.39,0,4,3.48,0
185,2024-08,38,Sudeste,Plus,Organico,10,81.05,12.15,1,2,3.32,0
186,2024-08,32,Sudeste,Basico,Organico,11,39.27,11.01,1,3,3.32,0
187,2024-08,24,Centro-Oeste,Premium,Ads,21,114.09,27.22,0,2,4.37,0
188,2024-08,46,Norte,Basico,Ads,8,43.29,14.16,1,1,3.77,0
189,2024-08,45,Sudeste,Premium,Ads,5,117.81,19.59,0,1,4.33,0
191,2024-08,37,Sul,Basico,Parceria,1,38.07,7.36,0,0,3.31,0
192,2024-08,31,Nordeste,Plus,Email,6,65.85,28.66,0,0,4.61,0
194,2024-08,51,Sudeste,Basico,Indicacao,14,39.46,14.56,0,2,3.12,0
196,2024-08,48,Nordeste,Basico,Ads,16,37.88,21.13,0,1,3.46,0
197,2024-08,52,Sudeste,Plus,Organico,26,71.74,22.26,1,0,4.04,0
198,2024-08,65,Sul,Premium,Parceria,14,114.73,29.28,0,3,4.15,0
199,2024-08,56,Nordeste,Premium,Email,26,122.79,28.83,0,3,4.49,0
200,2024-08,47,Nordeste,Basico,Indicacao,27,37.99,13.74,0,1,4.04,0
203,2024-08,65,Sudeste,Basico,Ads,22,35.52,11.41,0,2,3.68,0
205,2024-08,49,Norte,Premium,Ads,29,118.9,20.37,0,1,3.69,0
206,2024-08,61,Nordeste,Premium,Email,20,122.81,28.91,0,6,4.17,0
207,2024-08,42,Nordeste,Plus,Organico,2,72.43,15.08,0,1,3.85,0
208,2024-08,52,Sudeste,Basico,Ads,19,39.57,9.32,0,4,3.31,1
209,2024-08,31,Nordeste,Basico,Parceria,1,38.29,17.71,1,4,3.33,0
211,2024-08,47,Sudeste,Basico,Parceria,29,39.2,10.22,0,3,3.37,0
212,2024-08,55,Sudeste,Basico,Ads,30,40.59,16.27,1,3,2.96,0
214,2024-08,59,Sudeste,Basico,Parceria,10,36.57,12.67,0,3,2.84,0
215,2024-08,21,Sudeste,Premium,Ads,10,133.01,37.19,0,0,4.43,0
216,2024-08,23,Sudeste,Basico,Indicacao,12,39.45,17.41,0,2,2.78,0
217,2024-08,42,Nordeste,Premium,Ads,13,119.86,23.14,0,2,3.94,0
218,2024-08,53,Nordeste,Basico,Indicacao,3,40.05,15.47,0,4,3.19,0
219,2024-08,56,Sul,Plus,Indicacao,7,74.57,16.82,1,3,3.77,1
220,2024-08,39,Centro-Oeste,Basico,Parceria,25,40.95,3.98,1,0,2.53,1
221,2024-08,49,Nordeste,Basico,Organico,5,43.22,13.76,0,0,3.61,0
222,2024-08,44,Sudeste,Basico,Organico,3,40.23,13.06,1,3,3.69,0
223,2024-08,64,Sudeste,Basico,Indicacao,27,39.54,12.74,1,0,3.96,1
224,2024-08,49,Sul,Premium,Ads,16,121.44,23.93,0,7,3.6,0
226,2024-08,64,Sul,Plus,Organico,6,67.11,18.54,0,0,3.57,0
227,2024-08,23,Norte,Basico,Ads,26,42.36,13.67,0,1,3.41,0
228,2024-08,65,Sudeste,Basico,Parceria,30,36.17,10.64,1,1,3.15,0
229,2024-08,25,Sudeste,Basico,Organico,7,37.68,13.67,0,2,3.62,0
230,2024-08,31,Nordeste,Basico,Ads,12,41.8,12.59,1,0,3.55,0
232,2024-08,53,Centro-Oeste,Plus,Organico,10,70.04,17.43,0,0,4.27,0
234,2024-08,53,Sudeste,Basico,Organico,22,42.21,6.11,1,2,3.3,0
235,2024-08,48,Sul,Basico,Parceria,13,40.26,11.85,0,0,4.02,0
236,2024-08,34,Sudeste,Premium,Indicacao,26,112.43,20.59,0,3,3.69,0
237,2024-08,18,Sudeste,Basico,Parceria,7,39.78,11.9,0,0,4.09,0
238,2024-08,23,Sudeste,Basico,Organico,24,41.11,4.77,3,4,2.94,1
239,2024-08,32,Norte,Basico,Ads,11,38.99,7.89,1,2,3.3,0
240,2024-08,19,Nordeste,Plus,Indicacao,17,67.79,21.98,1,3,3.68,1
241,2024-08,42,Sudeste,Plus,Organico,24,66.32,15.33,0,2,3.43,0
242,2024-08,55,Sudeste,Plus,Organico,27,73.71,24.96,1,0,3.32,0
243,2024-08,64,Nordeste,Plus,Organico,10,70.24,17.53,0,1,3.84,0
245,2024-08,60,Sudeste,Premium,Indicacao,23,136.76,25.47,0,2,4.11,0
246,2024-08,65,Sul,Basico,Indicacao,14,41.95,11.95,0,0,3.86,0
247,2024-08,59,Sudeste,Plus,Indicacao,22,65.63,28.1,0,0,4.09,0
249,2024-08,33,Centro-Oeste,Premium,Ads,14,123.08,31.66,0,3,4.86,0
251,2024-08,29,Sudeste,Basico,Indicacao,21,39.06,10.77,0,0,3.36,0
252,2024-08,37,Sul,Basico,Organico,28,40.75,12.81,1,1,4.05,0
253,2024-08,21,Sudeste,Basico,Parceria,7,42.93,15.26,0,3,3.64,0
254,2024-08,56,Nordeste,Basico,Parceria,4,45.85,11.03,0,2,3.62,0
258,2024-08,44,Nordeste,Basico,Email,5,34.73,11.4,0,0,3.82,0
259,2024-08,43,Norte,Plus,Email,16,69.1,23.04,0,3,4.16,0
260,2024-08,56,Sudeste,Basico,Email,13,35.96,11.08,0,3,3.76,0
261,2024-08,30,Nordeste,Plus,Ads,26,71.95,23.92,0,2,3.38,0
262,2024-08,62,Sudeste,Plus,Organico,13,76.68,23.7,0,2,3.49,0
263,2024-08,39,Nordeste,Basico,Organico,16,42.56,14.8,0,2,2.91,0
264,2024-08,57,Nordeste,Premium,Organico,30,114.91,20.3,0,4,3.81,0
265,2024-08,29,Sul,Basico,Organico,23,41.42,10.48,1,4,3.3,0
266,2024-08,19,Nordeste,Basico,Organico,9,36.45,12.82,0,0,3.47,0
267,2024-08,20,Nordeste,Plus,Email,16,69.88,12.61,0,1,3.6,0
269,2024-08,63,Nordeste,Basico,Organico,11,38.91,10.63,0,3,3.52,1
271,2024-08,35,Norte,Premium,Ads,4,128.05,30.98,1,1,4.07,0
272,2024-08,23,Nordeste,Plus,Indicacao,30,75.77,16.33,0,2,4.3,0
273,2024-08,62,Norte,Premium,Indicacao,23,114.37,17.23,0,7,3.55,0
274,2024-08,50,Sudeste,Basico,Parceria,2,41.22,11.6,1,0,3.25,1
275,2024-08,54,Sudeste,Plus,Indicacao,9,73.79,24.38,0,3,4.1,0
276,2024-08,52,Centro-Oeste,Basico,Ads,19,38.38,12.58,0,2,3.89,0
277,2024-08,49,Nordeste,Premium,Indicacao,10,123.03,21.77,1,1,3.13,0
279,2024-08,18,Sul,Plus,Ads,15,71.03,21.9,0,0,3.63,0
280,2024-08,59,Sul,Basico,Ads,30,42.15,17.4,1,3,3.51,0
281,2024-08,53,Norte,Plus,Organico,18,70.35,26.5,0,0,3.76,0
283,2024-08,36,Nordeste,Basico,Organico,0,39.86,16.31,1,2,3.6,0
286,2024-08,20,Centro-Oeste,Plus,Parceria,27,74.39,15.9,0,3,3.59,0
287,2024-08,61,Norte,Basico,Ads,20,40.24,11.9,0,3,3.59,0
288,2024-08,29,Centro-Oeste,Basico,Indicacao,29,38.21,23.53,0,2,3.76,0
289,2024-08,22,Sudeste,Basico,Parceria,31,38.81,10.39,1,4,3.44,0
292,2024-08,59,Norte,Plus,Ads,25,72.13,18.79,0,0,3.98,0
293,2024-08,39,Sul,Plus,Organico,1,70.91,16.3,1,0,3.44,0
294,2024-08,18,Norte,Plus,Indicacao,9,73.74,20.89,0,6,3.32,0
295,2024-08,63,Sul,Basico,Email,29,40.22,14.84,0,3,3.67,0
298,2024-08,50,Sudeste,Plus,Organico,8,69.41,14.84,0,0,3.75,0
299,2024-08,43,Sudeste,Premium,Ads,2,121.81,14.4,1,1,3.47,0
300,2024-08,19,Sudeste,Basico,Indicacao,15,38.3,5.5,0,0,3.29,0
302,2024-08,37,Nordeste,Basico,Indicacao,13,38.26,15.34,0,2,3.88,0
304,2024-08,60,Sudeste,Basico,Indicacao,29,37.28,11.39,0,0,3.35,0
305,2024-08,47,Sul,Basico,Indicacao,24,41.82,15.8,1,0,3.11,0
307,2024-08,30,Centro-Oeste,Premium,Organico,19,120.1,22.12,0,2,3.51,0
308,2024-08,29,Sudeste,Basico,Ads,18,40.67,14.01,0,1,3.47,0
310,2024-08,58,Nordeste,Plus,Organico,24,74.03,20.09,0,0,3.42,0
311,2024-08,43,Sudeste,Premium,Organico,10,116.24,31.81,0,0,4.21,0
312,2024-08,34,Centro-Oeste,Plus,Ads,19,59.05,11.33,1,6,3.04,0
313,2024-08,55,Nordeste,Basico,Indicacao,23,37.9,16.23,0,4,3.59,0
315,2024-08,61,Centro-Oeste,Basico,Parceria,23,39.92,19.59,1,1,3.44,0
316,2024-08,32,Centro-Oeste,Premium,Ads,28,121.57,27.96,0,0,4.29,0
317,2024-08,52,Centro-Oeste,Basico,Indicacao,3,41.14,7.65,0,2,3.38,0
319,2024-08,39,Nordeste,Basico,Ads,26,42.99,11.76,0,1,3.69,0
320,2024-08,37,Sul,Basico,Indicacao,2,40.7,18.84,0,1,4.24,0
321,2024-08,23,Sul,Premium,Email,9,119.51,30.07,0,4,4.23,0
323,2024-08,44,Centro-Oeste,Basico,Ads,26,43.19,8.16,0,2,3.23,0
325,2024-08,59,Sul,Premium,Indicacao,5,123.0,32.3,0,4,4.2,0
327,2024-08,50,Sudeste,Basico,Ads,16,41.52,9.22,0,2,3.55,0
329,2024-08,50,Sudeste,Plus,Email,5,60.46,11.54,0,0,3.76,0
330,2024-08,34,Nordeste,Basico,Ads,26,39.33,13.36,1,2,3.79,0
333,2024-08,38,Sudeste,Premium,Ads,19,127.59,29.2,0,3,3.84,0
334,2024-08,56,Sul,Plus,Organico,9,66.51,14.41,1,3,3.49,0
335,2024-08,43,Nordeste,Premium,Organico,15,112.06,23.87,1,6,3.01,1
336,2024-08,65,Sudeste,Plus,Organico,9,71.11,22.98,0,3,4.38,0
339,2024-08,55,Norte,Basico,Indicacao,22,39.53,9.48,1,5,3.09,1
341,2024-08,43,Nordeste,Basico,Organico,13,44.89,26.26,0,6,3.95,0
342,2024-08,24,Sul,Plus,Ads,2,68.52,19.15,0,2,3.74,0
344,2024-08,45,Sudeste,Basico,Email,11,38.78,6.46,1,1,3.07,0
345,2024-08,26,Sudeste,Plus,Organico,12,74.56,17.97,1,2,3.5,0
346,2024-08,65,Sudeste,Basico,Indicacao,12,40.71,16.54,1,0,3.26,0
348,2024-08,51,Nordeste,Plus,Indicacao,15,70.83,15.41,0,1,3.35,0
349,2024-08,53,Sudeste,Premium,Ads,20,127.18,20.48,0,4,3.3,0
350,2024-08,46,Norte,Basico,Indicacao,16,40.72,13.69,3,1,2.72,0
351,2024-08,20,Sudeste,Basico,Organico,23,40.6,13.82,0,0,3.74,0
352,2024-08,36,Nordeste,Basico,Email,15,39.56,20.59,1,0,3.63,0
353,2024-08,41,Sudeste,Plus,Ads,27,70.61,19.09,0,3,3.99,0
354,2024-08,61,Sudeste,Plus,Indicacao,28,57.84,19.33,0,0,4.29,0
355,2024-08,28,Sudeste,Basico,Parceria,1,44.43,5.73,0,3,3.14,1
356,2024-08,41,Sudeste,Plus,Email,28,69.43,19.04,1,3,4.05,0
357,2024-08,34,Sudeste,Basico,Organico,8,38.96,10.13,0,3,2.74,1
359,2024-08,22,Sudeste,Premium,Organico,1,113.93,25.1,1,2,4.13,0
360,2024-08,35,Sudeste,Basico,Organico,13,40.09,17.93,0,1,3.74,0
361,2024-08,21,Sul,Basico,Ads,23,35.79,12.21,0,2,3.93,0
364,2024-08,27,Norte,Premium,Ads,6,119.46,27.4,0,3,4.2,0
365,2024-08,44,Sudeste,Premium,Indicacao,28,122.5,30.01,1,8,3.96,0
366,2024-08,18,Centro-Oeste,Basico,Parceria,30,41.13,15.91,0,5,2.99,0
367,2024-08,32,Sudeste,Basico,Email,18,44.33,15.64,1,2,3.63,0
368,2024-08,39,Sudeste,Plus,Organico,25,72.92,22.32,0,4,3.42,0
370,2024-08,48,Sul,Premium,Parceria,23,133.27,25.26,0,1,3.92,0
371,2024-08,60,Sudeste,Plus,Ads,20,75.68,26.58,0,4,4.48,0
374,2024-08,38,Nordeste,Basico,Email,22,40.21,16.62,0,2,4.4,0
375,2024-08,60,Nordeste,Basico,Email,15,41.94,15.26,0,2,4.21,0
376,2024-08,64,Nordeste,Plus,Parceria,10,72.88,25.8,0,0,4.56,0
377,2024-08,64,Sul,Basico,Organico,4,42.04,8.81,0,0,3.44,0
381,2024-08,65,Sudeste,Premium,Ads,30,113.59,24.44,0,0,4.21,0
382,2024-08,31,Sul,Basico,Indicacao,22,37.33,15.79,0,3,3.56,0
383,2024-08,34,Sudeste,Basico,Ads,8,39.68,24.0,0,2,4.12,0
384,2024-08,61,Sudeste,Plus,Indicacao,29,63.21,17.04,0,1,3.61,0
385,2024-08,36,Centro-Oeste,Premium,Ads,17,114.1,24.62,0,3,3.94,0
386,2024-08,29,Sul,Basico,Ads,25,37.16,12.64,0,1,4.07,0
388,2024-08,33,Sul,Basico,Organico,29,36.63,10.68,1,3,2.73,1
389,2024-08,60,Nordeste,Basico,Parceria,25,39.96,11.11,2,1,2.93,1
390,2024-08,61,Sul,Plus,Ads,23,72.79,21.83,0,3,3.17,0
